City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Cascais,20,PT,1627922515,70,38.6979,-9.4215,78.66,7.0
Plouzané,90,FR,1627922515,63,48.3833,-4.6167,66.29,9.22
Songjianghe,97,CN,1627922515,98,42.1859,127.479,61.92,4.09
Vila Velha,75,BR,1627922516,72,-20.3297,-40.2925,72.97,9.22
Bakau,75,GM,1627922516,100,13.4781,-16.6819,77.14,16.11
Gorontalo,90,ID,1627922516,94,0.5412,123.0595,75.47,2.15
Leningradskiy,100,RU,1627922516,98,69.3833,178.4167,32.65,11.14
Pecos,90,US,1627922517,83,31.4229,-103.4932,74.82,3.44
Shubarkuduk,31,KZ,1627922517,25,49.1447,56.4872,88.32,9.15
Stuttgart,20,DE,1627922423,67,48.7823,9.177,72.88,12.66
Jalu,4,LY,1627922518,8,29.0331,21.5482,102.16,9.69
Hollabrunn,91,AT,1627922518,51,48.55,16.0833,77.11,1.99
Tabas,1,IR,1627922518,8,33.5959,56.9244,92.19,10.96
Naryan-Mar,23,RU,1627922518,84,67.6713,53.087,54.16,7.47
Ovalle,0,CL,1627922519,36,-30.5983,-71.2003,71.17,5.53
Enumclaw,0,US,1627922519,54,47.2043,-121.9915,73.9,4.21
Banjar,65,ID,1627922519,91,-8.19,114.9675,78.66,5.99
Vardø,0,NO,1627922520,81,70.3705,31.1107,53.35,2.3
Colares,40,PT,1627922520,69,38.7992,-9.4469,78.48,12.66
Pārsābād,75,IR,1627922520,54,39.6482,47.9174,82.72,4.61
Sarany,100,RU,1627922521,94,58.5,58.8833,58.66,4.05
Popondetta,94,PG,1627922521,89,-8.7537,148.2534,73.18,2.08
Maţāy,0,EG,1627922521,14,28.419,30.7792,98.02,8.16
Ixtapa,75,MX,1627922522,78,20.7,-105.2,87.22,6.91
Coahuayana Viejo,12,MX,1627922239,59,18.7333,-103.6833,87.28,3.4
Hammerfest,40,NO,1627922522,66,70.6634,23.6821,54.05,13.8
Lorengau,18,PG,1627922372,81,-2.0226,147.2712,81.1,9.1
Jizan,100,SA,1627922522,54,17.3333,42.6667,90.54,7.83
Kuala Pilah,100,MY,1627922523,86,2.7389,102.2487,79.63,1.86
Batticaloa,100,LK,1627922241,62,7.7102,81.6924,82.62,12.66
Ternate,46,ID,1627922523,76,0.8,127.4,81.55,7.43
Bull Savanna,24,JM,1627922523,52,17.8868,-77.5902,88.34,17.87
Acaraú,5,BR,1627922524,46,-2.8856,-40.12,88.61,11.97
Takhtamygda,66,RU,1627922524,92,54.1,123.5667,55.98,2.62
Pisco,90,PE,1627922524,77,-13.7,-76.2167,66.02,8.05
Lukoyanov,32,RU,1627922525,55,55.0277,44.4786,76.6,8.93
Eureka,94,US,1627922525,78,40.8021,-124.1637,54.79,3.83
Shingū,96,JP,1627922297,83,33.7333,135.9833,79.92,7.11
Gourcy,100,BF,1627922525,39,13.2167,-2.35,92.25,9.37
Aranos,0,NA,1627922526,21,-24.1333,19.1167,62.06,7.52
Slonim,98,BY,1627922526,88,53.0867,25.3219,61.81,7.87
Durazno,20,UY,1627922526,76,-33.4131,-56.5006,51.75,4.61
Grindavik,75,IS,1627922526,82,63.8424,-22.4338,55.56,9.22
Along,75,IN,1627922523,98,28.1667,94.7667,75.54,1.81
Pundaguitan,99,PH,1627922527,77,6.3711,126.1689,83.16,8.48
Yen Bai,46,VN,1627922527,88,21.7,104.8667,79.03,1.61
Tambacounda,75,SN,1627922527,58,13.7539,-13.7586,89.65,11.5
Shima,100,CN,1627922528,96,24.4478,117.8111,78.82,4.41
Klyuchi,51,RU,1627922528,56,52.2667,79.1667,73.18,9.42
Tupik,94,RU,1627922528,91,54.4253,119.9327,52.88,2.57
Mount Isa,90,AU,1627922528,68,-20.7333,139.5,71.37,10.36
Rameswaram,100,IN,1627922529,72,9.2833,79.3,85.1,20.71
Sakakah,0,SA,1627922529,11,29.9697,40.2064,103.57,10.83
Fortuna,90,US,1627922529,100,40.5982,-124.1573,54.52,0.0
Nieuw Amsterdam,75,SR,1627922530,55,5.8833,-55.0833,89.76,6.91
Villarrica,0,PY,1627922530,35,-25.75,-56.4333,71.83,4.56
Nishihara,75,JP,1627922411,94,26.1842,127.7558,82.06,12.66
Sur,8,OM,1627922530,55,22.5667,59.5289,90.75,10.27
Nieuw Nickerie,80,SR,1627922531,82,5.95,-56.9833,79.84,2.39
Kirakira,68,SB,1627922531,79,-10.4544,161.9205,74.01,8.57
Juegang,1,CN,1627922531,92,32.3174,121.1855,77.41,9.44
Batagay-Alyta,0,RU,1627922531,42,67.8006,130.4114,54.18,1.95
Milos,0,GR,1627922532,64,36.75,24.4333,92.12,7.34
Poum,6,NC,1627922532,65,-20.2333,164.0167,67.39,8.84
Yuancheng,71,CN,1627922532,60,36.652,107.7896,78.06,12.08
Zhezkazgan,84,KZ,1627922533,24,47.8043,67.7144,88.39,14.63
Conceição do Araguaia,0,BR,1627922533,31,-8.2578,-49.2647,91.53,11.5
Prince Rupert,90,CA,1627922533,85,54.3161,-130.3201,59.09,2.3
Moree,40,AU,1627922534,94,-29.4667,149.85,59.02,12.66
Media Luna,97,CU,1627922534,68,20.1419,-77.435,86.14,5.37
Tonota,0,BW,1627922534,17,-21.4833,27.4833,64.24,6.58
Umluj,6,SA,1627922534,54,25.0213,37.2685,89.83,2.91
Zhenhaicun,100,CN,1627922535,92,24.2582,118.0905,77.68,9.8
Dunedin,100,NZ,1627922535,84,-45.8742,170.5036,45.81,25.99
Scarborough,83,GB,1627922535,66,54.2797,-0.4044,67.84,1.01
Seoul,20,KR,1627922536,94,37.5683,126.9778,77.76,2.3
Gevrai,88,IN,1627922536,74,19.2667,75.75,76.89,17.54
Saint-Pierre,0,RE,1627922536,71,-21.3393,55.4781,67.28,3.44
Koungheul,100,SN,1627922537,78,13.9833,-14.8,80.62,15.05
Portland,75,US,1627922502,63,45.5234,-122.6762,76.95,9.22
Saint-François,0,FR,1627922537,49,46.4154,3.9054,73.18,5.75
Emerald,1,AU,1627922537,64,-23.5333,148.1667,61.99,6.91
Paita,6,PE,1627922537,68,-5.0892,-81.1144,73.96,11.14
Dengzhou,3,CN,1627922538,91,37.8086,120.7508,71.76,3.53
Bacolod City,92,PH,1627922292,88,10.6667,122.95,79.03,12.82
Arrondissement de Muret,40,FR,1627922538,55,43.3333,1.25,78.75,1.99
Saint-Paul,30,RE,1627921942,80,-21.0096,55.2707,68.11,3.51
Pedernales,99,DO,1627922539,54,18.0384,-71.744,89.19,5.44
Buloh Kasap,100,MY,1627922539,84,2.5536,102.764,80.51,2.95
Rundu,0,NA,1627922539,27,-17.9333,19.7667,67.28,5.59
Puerto López,100,CO,1627922539,88,4.0845,-72.956,72.48,6.67
Taywarah,22,AF,1627922540,23,33.35,64.4167,62.42,9.19
Bodden Town,40,KY,1627922540,62,19.2833,-81.25,87.8,13.8
Saint Anthony,1,US,1627922529,44,45.0205,-93.218,81.25,1.01
Rawson,54,AR,1627922424,25,-43.3002,-65.1023,66.16,6.64
Adiaké,95,CI,1627922540,64,5.2863,-3.304,81.99,7.4
Buala,82,SB,1627922541,86,-8.145,159.5921,77.99,6.17
Miandrivazo,95,MG,1627922541,58,-19.5167,45.4667,73.38,3.15
Lufilufi,98,WS,1627922541,75,-13.8745,-171.5986,74.98,15.68
Lieksa,99,FI,1627922542,72,63.3167,30.0167,64.08,4.54
Lianran,5,CN,1627922542,84,24.9227,102.485,68.54,2.95
Atambua,64,ID,1627922542,88,-9.1061,124.8925,70.41,5.32
Farmington,1,US,1627922542,76,36.7281,-108.2187,74.21,8.05
São Domingos do Maranhão,11,BR,1627922543,17,-5.5758,-44.3853,95.25,7.47
Pestravka,34,RU,1627922543,34,52.405,49.9583,83.5,4.9
San Juan,0,AR,1627922543,18,-31.5375,-68.5364,69.31,5.64
Panjāb,41,AF,1627922544,31,34.388,67.0233,62.64,6.11
Baní,95,DO,1627922544,53,18.2833,-70.3333,89.74,15.21
Katete,84,UG,1627922544,55,-0.7818,29.7544,68.4,1.61
Constitución,0,CL,1627922544,52,-35.3333,-72.4167,61.92,12.44
Calama,40,CL,1627922545,12,-22.4667,-68.9333,72.09,21.85
São Félix do Xingu,5,BR,1627922545,21,-6.6447,-51.995,97.39,7.11
Kaeo,7,NZ,1627922530,82,-35.1,173.7833,52.32,16.58
Sena Madureira,21,BR,1627922546,20,-9.0656,-68.6569,91.42,6.02
Villa Carlos Paz,0,AR,1627922546,14,-31.4241,-64.4978,71.06,12.24
Honāvar,99,IN,1627922546,85,14.2833,74.45,78.33,8.93
Athabasca,81,CA,1627922546,30,54.7169,-113.2854,71.42,8.12
Rio Grande,5,BR,1627922547,77,-32.035,-52.0986,59.11,7.65
Taiyuan,0,CN,1627922547,64,37.8694,112.5603,73.26,13.42
Lakes Entrance,89,AU,1627922547,64,-37.8811,147.981,42.19,4.81
Camacha,40,PT,1627922548,73,33.0833,-16.3333,77.54,14.97
Torbay,40,CA,1627922548,50,47.6666,-52.7314,76.87,11.5
Wonthaggi,100,AU,1627922548,89,-38.6044,145.5913,51.71,12.59
Freeport,1,US,1627922537,57,40.6576,-73.5832,79.25,10.0
Itarema,8,BR,1627922549,45,-2.9248,-39.9167,88.86,14.16
Sharanga,87,RU,1627922549,81,57.1775,46.5396,68.07,4.79
Watsa,92,CD,1627922549,95,3.0372,29.5355,64.13,2.06
Santa Fe,0,AR,1627922496,35,-31.6333,-60.7,66.99,5.99
Cleveland,75,US,1627922311,62,41.4995,-81.6954,76.71,8.05
Nemuro,100,JP,1627922550,99,43.3236,145.575,67.48,3.51
Jacmel,100,HT,1627922550,63,18.2342,-72.5347,93.04,7.67
Bonavista,1,CA,1627922437,66,48.6499,-53.1147,77.0,10.47
Tiznit Province,0,MA,1627922550,47,29.5833,-9.5,74.66,9.57
Luanda,0,AO,1627922551,78,-8.8368,13.2343,75.2,9.22
Aksu,100,CN,1627922352,23,41.1231,80.2644,80.37,9.19
Carbonia,95,IT,1627922551,40,39.1672,8.5222,85.15,2.48
Port Shepstone,97,ZA,1627922551,79,-30.7414,30.455,62.38,10.47
Tazovsky,98,RU,1627922552,76,67.4667,78.7,59.05,5.91
Culaman,99,PH,1627922552,77,5.9603,125.6586,80.67,5.32
Sept-Îles,75,CA,1627922363,52,50.2001,-66.3821,70.32,11.5
Bålsta,85,SE,1627922552,74,59.5671,17.5278,60.94,10.76
Bambanglipuro,99,ID,1627922549,86,-7.95,110.2833,76.57,11.54
Shimokizukuri,47,JP,1627922553,89,40.8061,140.3861,77.11,1.36
Ashland,14,US,1627922464,60,40.8167,-82.2665,74.97,7.9
Mocuba,0,MZ,1627922553,65,-16.8392,36.9856,63.66,5.95
Otjimbingwe,0,NA,1627922553,22,-22.35,16.1333,69.53,2.89
